serial,firstoccurrence,lastoccurrence,deletedat,zprocessstate,zticketstate,zhnotifystate,zgenericactionstate,originalseverity,mins,zprocessstate_t,zhnotifystate_t,zgenericactionstate_t,zticketstate_t,live_range,Cluster,zprocessstate_s,zhnotifystate_s,zgenericactionstate_s,zticketstate_s,ProblematicArea
65900907,2020-07-28-01.13.39.000000,2020-07-28 01:13:39.000,2020-07-28 05:17:20.541,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65900906,2020-07-28-01.13.39.000000,2020-07-28 01:13:39.000,2020-07-28 05:17:20.541,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65900908,2020-07-28-01.13.39.000000,2020-07-28 01:13:39.000,2020-07-28 05:17:20.540,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65900910,2020-07-28-01.13.39.000000,2020-07-28 01:13:39.000,2020-07-28 05:17:20.540,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65900905,2020-07-28-01.13.39.000000,2020-07-28 01:13:39.000,2020-07-28 05:17:20.541,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65901031,2020-07-28-01.18.39.000000,2020-07-28 01:18:39.000,2020-07-28 01:38:17.347,22.0,11,11,312,4,19.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65901026,2020-07-28-01.17.43.000000,2020-07-28 01:17:43.000,2020-07-28 07:21:22.752,22.0,11,11,312,4,363.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65901024,2020-07-28-01.17.43.000000,2020-07-28 01:17:43.000,2020-07-28 05:14:20.552,22.0,1,5,312,4,236.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65901451,2020-07-28-01.44.14.000000,2020-07-28 01:44:14.000,2020-07-28 05:18:20.439,22.0,1,5,312,4,214.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65901453,2020-07-28-01.44.14.000000,2020-07-28 01:44:14.000,2020-07-28 05:23:20.578,22.0,1,5,312,4,219.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65901450,2020-07-28-01.44.14.000000,2020-07-28 05:54:14.000,2020-07-28 09:13:24.289,22.0,1,5,312,4,199.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65901598,2020-07-28-01.50.03.000000,2020-07-28 01:50:03.000,2020-07-28 05:53:21.015,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65901658,2020-07-28-01.53.46.000000,2020-07-28 01:53:46.000,2020-07-28 05:18:20.436,22.0,1,5,312,4,204.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65904994,2020-07-28-04.17.47.000000,2020-07-28 04:17:47.000,2020-07-28 08:21:23.483,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65901736,2020-07-28-01.58.46.000000,2020-07-28 01:58:46.000,2020-07-28 05:23:20.576,22.0,1,5,312,4,204.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65901737,2020-07-28-01.58.46.000000,2020-07-28 01:58:46.000,2020-07-28 05:18:20.435,22.0,1,5,312,4,199.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65901874,2020-07-28-02.06.45.000000,2020-07-28 02:06:45.000,2020-07-28 03:05:18.613,22.0,11,11,312,5,58.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,30-60 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65901911,2020-07-28-02.08.44.000000,2020-07-28 02:08:44.000,2020-07-28 04:12:19.711,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65902023,2020-07-28-02.12.06.000000,2020-07-28 02:12:06.000,2020-07-28 03:14:18.655,22.0,11,11,312,4,62.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65902067,2020-07-28-02.13.46.000000,2020-07-28 02:13:46.000,2020-07-28 05:23:20.575,22.0,1,5,312,4,189.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902125,2020-07-28-02.16.45.000000,2020-07-28 02:16:45.000,2020-07-28 03:24:18.783,22.0,11,11,312,4,67.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65902131,2020-07-28-02.16.15.000000,2020-07-28 02:16:15.000,2020-07-28 04:15:19.596,22.0,1,5,312,4,119.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902150,2020-07-28-02.17.59.000000,2020-07-28 02:17:59.000,2020-07-28 05:04:20.488,22.0,1,5,312,4,166.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902195,2020-07-28-02.19.59.000000,2020-07-28 02:19:59.000,2020-07-28 05:13:20.482,22.0,1,5,312,4,173.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902190,2020-07-28-02.19.26.000000,2020-07-28 02:19:26.000,2020-07-28 05:23:20.576,22.0,1,5,312,4,183.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902239,2020-07-28-02.23.46.000000,2020-07-28 02:23:46.000,2020-07-28 05:14:20.552,22.0,1,5,312,4,170.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902337,2020-07-28-02.30.29.000000,2020-07-28 02:30:29.000,2020-07-28 04:15:19.597,22.0,1,5,312,4,104.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65902718,2020-07-28-02.38.46.000000,2020-07-28 02:38:46.000,2020-07-28 05:13:20.481,22.0,1,5,312,4,154.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65905048,2020-07-28-04.18.52.000000,2020-07-28 04:18:52.000,2020-07-28 05:43:20.824,22.0,1,5,312,4,84.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65903029,2020-07-28-02.43.39.000000,2020-07-28 02:43:39.000,2020-07-28 05:13:20.482,22.0,1,5,312,4,149.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65903093,2020-07-28-02.47.47.000000,2020-07-28 02:47:47.000,2020-07-28 06:01:21.165,22.0,1,5,312,4,193.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65903126,2020-07-28-02.49.08.000000,2020-07-28 02:49:08.000,2020-07-28 04:52:20.326,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65903130,2020-07-28-02.49.26.000000,2020-07-28 02:49:26.000,2020-07-28 06:52:22.126,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65903169,2020-07-28-02.52.42.000000,2020-07-28 02:52:42.000,2020-07-28 04:16:19.752,22.0,1,5,312,4,83.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65903221,2020-07-28-02.57.47.000000,2020-07-28 02:57:47.000,2020-07-28 05:23:20.577,22.0,1,5,312,4,145.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65903234,2020-07-28-02.58.26.000000,2020-07-28 02:58:26.000,2020-07-28 04:16:19.752,22.0,1,5,312,4,77.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65903346,2020-07-28-03.06.03.000000,2020-07-28 03:06:03.000,2020-07-28 07:08:22.522,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65903364,2020-07-28-03.07.04.000000,2020-07-28 03:07:04.000,2020-07-28 04:59:20.403,22.0,11,11,312,4,112.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65903366,2020-07-28-03.07.45.000000,2020-07-28 03:07:45.000,2020-07-28 03:23:18.752,22.0,11,11,312,5,15.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,Less than 30 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65903433,2020-07-28-03.10.48.000000,2020-07-28 03:10:48.000,2020-07-28 08:18:23.482,22.0,11,11,312,4,307.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65903471,2020-07-28-03.12.34.000000,2020-07-28 03:12:34.000,2020-07-28 07:35:22.891,22.0,11,11,312,4,262.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905099,2020-07-28-04.22.00.000000,2020-07-28 04:22:00.000,2020-07-29 00:24:38.692,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905098,2020-07-28-04.22.00.000000,2020-07-28 04:22:00.000,2020-07-29 00:24:38.691,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905100,2020-07-28-04.22.00.000000,2020-07-28 04:22:00.000,2020-07-29 00:24:38.692,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905081,2020-07-28-04.20.23.000000,2020-07-28 04:20:23.000,2020-07-28 08:23:23.619,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905110,2020-07-28-04.22.23.000000,2020-07-28 04:22:23.000,2020-07-29 00:24:38.692,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905105,2020-07-28-04.22.10.000000,2020-07-28 04:22:10.000,2020-07-29 00:24:38.692,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905173,2020-07-28-04.25.51.000000,2020-07-28 04:25:51.000,2020-07-29 00:28:38.824,22.0,11,11,312,4,1202.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,960 - 1920 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905393,2020-07-28-04.38.44.000000,2020-07-28 04:38:44.000,2020-07-28 06:42:22.017,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905410,2020-07-28-04.40.52.000000,2020-07-28 04:40:52.000,2020-07-28 11:13:26.064,22.0,1,5,312,4,392.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65905797,2020-07-28-05.06.41.000000,2020-07-28 05:06:41.000,2020-07-28 11:21:26.361,22.0,11,11,312,4,374.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905891,2020-07-28-05.13.46.000000,2020-07-28 05:13:46.000,2020-07-28 09:17:24.364,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65905967,2020-07-28-05.19.08.000000,2020-07-28 05:19:08.000,2020-07-28 07:22:22.672,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906012,2020-07-28-05.23.39.000000,2020-07-28 05:23:39.000,2020-07-28 09:27:24.479,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906013,2020-07-28-05.23.39.000000,2020-07-28 05:23:39.000,2020-07-28 09:27:24.479,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906014,2020-07-28-05.23.39.000000,2020-07-28 05:23:39.000,2020-07-28 09:27:24.479,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906011,2020-07-28-05.23.39.000000,2020-07-28 05:23:39.000,2020-07-28 09:27:24.479,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906016,2020-07-28-05.23.39.000000,2020-07-28 05:23:39.000,2020-07-28 09:27:24.478,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906375,2020-07-28-05.54.14.000000,2020-07-28 05:54:14.000,2020-07-28 09:13:24.287,22.0,1,5,312,4,199.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906377,2020-07-28-05.54.14.000000,2020-07-28 05:54:14.000,2020-07-28 09:13:24.288,22.0,1,5,312,4,199.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906389,2020-07-28-05.55.03.000000,2020-07-28 05:55:03.000,2020-07-28 09:58:24.890,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906513,2020-07-28-06.03.46.000000,2020-07-28 06:03:46.000,2020-07-28 09:14:24.279,22.0,1,5,312,4,190.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906582,2020-07-28-06.08.46.000000,2020-07-28 06:08:46.000,2020-07-28 09:13:24.287,22.0,1,5,312,4,184.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906581,2020-07-28-06.08.46.000000,2020-07-28 06:08:46.000,2020-07-28 09:14:24.297,22.0,1,5,312,4,185.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906597,2020-07-28-06.10.41.000000,2020-07-28 06:10:41.000,2020-07-28 11:24:26.448,22.0,11,11,312,4,313.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906765,2020-07-28-06.23.38.000000,2020-07-28 06:23:38.000,2020-07-28 07:56:23.289,22.0,11,11,312,4,92.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,60-120 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65906767,2020-07-28-06.23.46.000000,2020-07-28 06:23:46.000,2020-07-28 09:14:24.284,22.0,1,5,312,4,170.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906826,2020-07-28-06.29.26.000000,2020-07-28 06:29:26.000,2020-07-28 09:14:24.297,22.0,1,5,312,4,164.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906834,2020-07-28-06.29.59.000000,2020-07-28 06:29:59.000,2020-07-28 09:14:24.279,22.0,1,5,312,4,164.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906855,2020-07-28-06.31.22.000000,2020-07-28 09:41:44.000,2020-07-28 09:45:24.778,2.0,1,5,312,4,3.0,AutomationFilter Processed,Failed,Final Response Successfully ESCALATED,Needed,Less than 30 mins,-1,neutral,negative,Positive,neutral,n-autoticket:ne-notification:n-enrichment:
65906875,2020-07-28-06.33.46.000000,2020-07-28 06:33:46.000,2020-07-28 09:14:24.283,22.0,1,5,312,4,160.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906896,2020-07-28-06.37.19.000000,2020-07-28 06:37:19.000,2020-07-28 12:03:26.884,22.0,1,5,312,4,326.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,240 - 480 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65906935,2020-07-28-06.39.49.000000,2020-07-28 06:39:49.000,2020-07-28 09:14:24.282,22.0,1,5,312,4,154.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907030,2020-07-28-06.48.46.000000,2020-07-28 06:48:46.000,2020-07-28 09:14:24.298,22.0,1,5,312,4,145.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907029,2020-07-28-06.48.39.000000,2020-07-28 06:48:39.000,2020-07-28 09:14:24.298,22.0,1,5,312,4,145.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907120,2020-07-28-06.59.26.000000,2020-07-28 06:59:26.000,2020-07-28 11:02:25.976,22.0,11,11,312,4,242.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907196,2020-07-28-07.02.47.000000,2020-07-28 07:02:47.000,2020-07-28 09:14:24.299,22.0,1,5,312,4,131.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907259,2020-07-28-07.08.44.000000,2020-07-28 07:08:44.000,2020-07-28 09:12:24.269,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907368,2020-07-28-07.18.52.000000,2020-07-28 07:18:52.000,2020-07-28 09:23:24.398,22.0,1,5,312,4,124.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907393,2020-07-28-07.23.09.000000,2020-07-28 07:23:09.000,2020-07-28 09:28:24.504,22.0,1,5,312,4,125.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,120 - 240 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907410,2020-07-28-07.23.48.000000,2020-07-28 07:23:48.000,2020-07-28 09:33:24.463,22.0,11,11,312,4,129.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907415,2020-07-28-07.23.52.000000,2020-07-28 07:23:52.000,2020-07-28 09:23:24.398,22.0,1,5,312,4,119.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907414,2020-07-28-07.23.52.000000,2020-07-28 07:23:52.000,2020-07-28 09:23:24.398,22.0,1,5,312,4,119.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907409,2020-07-28-07.23.43.000000,2020-07-28 07:23:43.000,2020-07-28 09:14:24.299,22.0,1,5,312,4,110.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907494,2020-07-28-07.32.47.000000,2020-07-28 07:32:47.000,2020-07-28 09:14:24.299,22.0,1,5,312,4,101.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907565,2020-07-28-07.38.46.000000,2020-07-28 07:38:46.000,2020-07-28 09:14:24.299,22.0,1,5,312,4,95.0,Ticket or Notifications Actions Failed,Failed,Final Response Successfully ESCALATED,Needed,60-120 mins,3,negative,negative,Positive,neutral,n-autoticket:ne-notification:ne-enrichment:
65907583,2020-07-28-07.41.43.000000,2020-07-28 07:41:43.000,2020-07-28 11:51:26.787,22.0,11,11,312,4,249.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907655,2020-07-28-07.49.08.000000,2020-07-28 07:49:08.000,2020-07-28 09:52:24.853,22.0,11,11,312,4,123.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,120 - 240 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907666,2020-07-28-07.50.03.000000,2020-07-28 07:50:03.000,2020-07-28 11:53:26.694,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907794,2020-07-28-08.03.46.000000,2020-07-28 08:03:46.000,2020-07-28 12:07:26.887,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
65907795,2020-07-28-08.03.46.000000,2020-07-28 08:03:46.000,2020-07-28 12:07:26.886,22.0,11,11,312,4,243.0,Ticket or Notifications Actions Failed,Successfully Completed Final,Final Response Successfully ESCALATED,Successfully Completed Final,240 - 480 mins,0,negative,Positive,Positive,Positive,ne-enrichment:
